Track Name,Artist,Artist URI,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,Track ID,Uri,Track_href,Analysis_url,Duration_ms,Time_signature,Lyrics
Lovin On Me,Jack Harlow,spotify:artist:2LIk90788K0zvyj2JJVwkJ,83,"deep underground hip hop, kentucky hip hop, pop rap, rap",138411,2023-11-10,98,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,audio_features,4xhsWYTOGcal8zt0J161CU,spotify:track:4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU,138411,4,"I don't like no whips and chains, and you can't tie me down
But you can whip your lovin' on me, baby
Whip your lovin' on me, baby

I'm vanilla, baby, I'll choke you, but I ain't no killer, baby (I don't like no whips and chains)
She 28, telling me I'm still a baby (and you can't tie me down)
I get love from Detroit like Skilla Baby (but you can whip your lovin' on me, baby)
And the thing about your boy is (whip your lovin' on me, baby)
I don't like no whips and chains, and you can't tie me down
But you can whip your lovin' on me, baby (that's right, that's right)
Whip your lovin' on me, baby

Young J-A-C-K, AKA Rico, like Suave, Young Enrique
Speaking of AKA, she's a alpha
But not around your boy, she get quiet 'round your boy, hold on (shh)
Don't know what you heard or what you thought about your boy
But they lied about your boy, goin' dumb, and it's some' idiotic about your boy
She wearing cheetah print
That's how bad she wanna be spotted around your boy

...
"
Here With Me,d4vd,spotify:artist:5y8tKLUfMvliMe8IKamR32,77,bedroom pop,242484,2022-09-22,15,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,audio_features,78Sw5GDo6AlGwTwanjXbGh,spotify:track:78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/tracks/78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/audio-analysis/78Sw5GDo6AlGwTwanjXbGh,242485,4,"Watch the sunrise along the coast
As we're both getting old
I can't describe what I'm feeling
And all I know is we're going home
So please don't let me go, oh
Don't let me go, oh-oh-oh

And if it's right
I don't care how long it takes
As long as I'm with you
I've got a smile on my face
...
"
cardigan,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,100,pop,239560,2020-07-24,54,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,audio_features,4LEK9rD7TWIG4FCL1s27XC,spotify:track:4LEK9rD7TWIG4FCL1s27XC,https://api.spotify.com/v1/tracks/4LEK9rD7TWIG4FCL1s27XC,https://api.spotify.com/v1/audio-analysis/4LEK9rD7TWIG4FCL1s27XC,239560,4,"Vintage tee, brand new phone
High heels on cobblestones
When you are young, they assume you know nothing
Sequin smile, black lipstick
Sensual politics
When you are young, they assume you know nothing
But I knew you
Dancin' in your Levi's
Drunk under a streetlight, I
I knew you
Hand under my sweatshirt
Baby, kiss it better, I
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite
A friend to all is a friend to none
Chase two girls, lose the one
When you are young, they assume you know nothin'
But I knew you
...
"
Happier Than Ever,Billie Eilish,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,88,"art pop, pop",298899,2021-07-30,87,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,audio_features,4RVwu0g32PAqgUiJoXsdF8,spotify:track:4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/tracks/4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/audio-analysis/4RVwu0g32PAqgUiJoXsdF8,298899,3,"When I'm away from you, I'm happier than ever
Wish I could explain it better
I wish it wasn't true
Give me a day or two to think of something clever
To write myself a letter
To tell me what to do, mm-mm

Do you read my interviews?
Or do you skip my avenue? (My avenue)
When you (when you) said you were passing through
Was I even on your way?

I knew when I asked you to (when I asked you to)
Be cool about what I was telling you
You'd do the opposite of what you said you'd do (what you said you'd do)
And I'd end up more afraid

...
"
Kill Bill,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,90,"pop, r&b, rap",153946,2022-12-08,91,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,audio_features,1Qrg8KqiBpW07V7PNxwwwL,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,153947,4,"I'm still a fan even though I was salty
Hate to see you with some other broad, know you happy
Hate to see you happy if I'm not the one driving

I'm so mature, I'm so mature
I'm so mature, I got me a therapist to tell me there's other men
I don't want none, I just want you
If I can't have you, no one should
I might

I might kill my ex, not the best idea
His new girlfriend's next, how'd I get here?
I might kill my ex, I still love him though
Rather be in jail than alone

I get the sense that it's a lost cause
I get the sense that you might really love her
...
"
traitor,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,88,pop,229226,2021-05-21,89,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,audio_features,5CZ40GBx1sQ9agT82CLQCT,spotify:track:5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/tracks/5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/audio-analysis/5CZ40GBx1sQ9agT82CLQCT,229227,4,"Brown guilty eyes and little white lies, yeah
I played dumb, but I always knew
That you talked to her, maybe did even worse
I kept quiet so I could keep you

And ain't it funny how you ran to her
The second that we called it quits?
And ain't it funny how you said you were friends?
Now it sure as hell don't look like it

You betrayed me
And I know that you'll never feel sorry for the way I hurt, yeah
You talked to her when we were together
Loved you at your worst, but that didn't matter
It took you two weeks to go off and date her
Guess you didn't cheat, but you're still a traitor

...
"
My Love Mine All Mine,Mitski,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,84,"brooklyn indie, pov: indie",137773,2023-09-15,98,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,audio_features,3vkCueOmm7xQDoJ17W1Pm3,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/tracks/3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/audio-analysis/3vkCueOmm7xQDoJ17W1Pm3,137773,4,"Moon, a hole of light
Through the big top tent up high
Here before and after me
Shinin' down on me
Moon, tell me if I could
Send up my heart to you?
So, when I die, which I must do
Could it shine down here with you?
...
"
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,95,"canadian contemporary r&b, canadian pop, pop",191013,2021-04-23,83,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,audio_features,37BZB0z9T8Xu7U3e65qxFy,spotify:track:37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/audio-analysis/37BZB0z9T8Xu7U3e65qxFy,191014,4,"Ooh (ooh)
Nah-nah, yeah

I saw you dancing in a crowded room (uh)
You look so happy when I'm not with you
But then you saw me, caught you by surprise
A single teardrop falling from your eye

I don't know why I run away (oh, oh, oh, oh, oh)
I'll make you cry when I run away (oh, oh, oh, oh, oh)

Take me back 'cause I wanna stay
Save your tears for another

...
"
CUFF IT,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,87,"pop, r&b",225388,2022-07-29,85,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,audio_features,1xzi1Jcr7mEi9K2RfzLOqS,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/audio-analysis/1xzi1Jcr7mEi9K2RfzLOqS,225389,4,"I feel like falling in love (falling in love)
I'm in the mood to roll something up (tonight I'm rolling something up, baby)
I need some drink in my cup (I need a drink), hey (pour me a drink)
I'm in the mood to pour something up (I'm in the mood to pour something up)

I wanna go missing, I need a prescription
I wanna go higher, can I sit on top of you? (Oh-la-la-la-la)
I wanna go where nobody's been (I wanna go where nobody's been)
Have you ever had fun like this? (Have you ever had fun like this?) oh, woah

We gon' roll up tonight, black lights
Spaceships fly (spaceships fly), yeah
Unapologetic when we pull up tonight (roll it up, roll it up), pull up tonight
We gettin' poured up tonight
We gon' pull up tonight

Bet you you'll see far
Bet you you'll see stars
Bet you you'll elevate
Bet you you'll need God
'Cause I feel like falling in love
I'm in the mood to pour something up
'Cause we gon' roll up tonight

What's in these four walls? You sexy, my love (turn it up)
Don't miss this roll call, is you here or what? (Roll it up), yeah
Show up, show up (show up, show up), pour up, pour up (pour up, pour up), oh
...
"
Boy's a liar Pt. 2,PinkPantheress,spotify:artist:78rUTD7y6Cy67W1RVzYs7t,76,bedroom pop,131013,2023-02-03,83,0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,audio_features,6AQbmUe0Qwf5PZnt4HmTXv,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,https://api.spotify.com/v1/tracks/6AQbmUe0Qwf5PZnt4HmTXv,https://api.spotify.com/v1/audio-analysis/6AQbmUe0Qwf5PZnt4HmTXv,131013,4,"Take a look inside your heart, is there any room for me?
I won't have to hold my breath 'til you get down on one knee
Because you only want to hold me when I'm looking good enough
Did you ever feel me? Would you ever picture us?
Every time I pull my hair, well, it's only out of fear
That you'll find me ugly and one day you'll disappear because

What's the point of crying? It was never even love
Did you ever want me? Was I ever good enough?

The-the boy's a liar, the boy's a liar
He doesn't see ya, you're not looking at me, boy
The boy's a liar, the boy's a liar
He doesn't see ya, you're not looking at me, boy

...
"
Dynamite,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,87,"k-pop, k-pop boy group, pop",199053,2020-08-21,0,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,audio_features,0v1x6rN6JHRapa03JElljE,spotify:track:0v1x6rN6JHRapa03JElljE,https://api.spotify.com/v1/tracks/0v1x6rN6JHRapa03JElljE,https://api.spotify.com/v1/audio-analysis/0v1x6rN6JHRapa03JElljE,199054,4,"Cause I, I, I'm in the stars tonight
So watch me bring the fire and set the night alight
Shoes on, get up in the morn'
Cup of milk, let's rock and roll
King Kong, kick the drum
Rolling on like a Rolling Stone
...
"
STAY (with Justin Bieber),The Kid LAROI,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,79,australian hip hop,141805,2021-07-09,85,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806,4,"I do the same thing, I told you that I never would
I told you I changed, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey

I get drunk, wake up, I'm wasted still
I realize the time that I wasted here
I feel like you can't feel the way I feel
I'll be fucked up if you can't be right here

Oh-whoa (oh-whoa, whoa)
Oh-whoa (oh-whoa, whoa)
Oh-whoa (oh-whoa, whoa)
I'll be fucked up if you can't be right here

I do the same thing, I told you that I never would
I told you I changed, even when I knew I never could
...
"
Blinding Lights,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,95,"canadian contemporary r&b, canadian pop, pop",201573,2019-11-29,19,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,audio_features,0sf12qNH5qcw8qpgymFOqD,spotify:track:0sf12qNH5qcw8qpgymFOqD,https://api.spotify.com/v1/tracks/0sf12qNH5qcw8qpgymFOqD,https://api.spotify.com/v1/audio-analysis/0sf12qNH5qcw8qpgymFOqD,201573,4,"Yeah

I've been tryna call
I've been on my own for long enough
Maybe you can show me how to love, maybe
I'm going through withdrawals
You don't even have to do too much
You can turn me on with just a touch, baby

I look around and
Sin City's cold and empty (oh)
No one's around to judge me (oh)
I can't see clearly when you're gone

I said, ooh, I'm blinded by the lights
...
"
redrum,21 Savage,spotify:artist:1URnnhqYAYcrqrcwql10ft,92,"atl hip hop, hip hop, rap",270697,2024-01-12,97,0.624,0.74,2,-8.445,1,0.0481,0.00529,0.000224,0.5,0.246,172.089,audio_features,52eIcoLUM25zbQupAZYoFh,spotify:track:52eIcoLUM25zbQupAZYoFh,https://api.spotify.com/v1/tracks/52eIcoLUM25zbQupAZYoFh,https://api.spotify.com/v1/audio-analysis/52eIcoLUM25zbQupAZYoFh,270698,4,"Cai, a noite sobre o nosso amor
Cai, e agora só restou do amor
Uma palavra
Adeus
Adeus
Adeus
Adeus
Whoa, whoa, whoa (mas tendo de ir embora)

Want it all, I won't leave a breadcrumb
B-, what? I thought a n- said somethin'
Thought a n- said somethin'
G Block, all we know is redrum
Redrum, redrum, redrum, redrum
G Block, all we know is redrum
Redrum, redrum, redrum, redrum
N-, all we know is- (redrum)

Ridin' in the back, it's a May' (it's a May')
32 shots in the K (in the K)
Marathon, I really run the A (run the A)
Say you touched me, how, Sway? (How, Sway?)
Graveyard, that's where the opps stay (opps stay)
Hypnotize, they do what I say (what I say)
21, n- don't play (don't play)
My Glock Gen5 said hey (said hey)

Take my ch- everywhere, that's bae (that's bae)
Get yo' a- out the car, you givin' Tre (givin' Tre)
We been spinnin' through they hood all day (all day)
...
"
What You Know Bout Love,Pop Smoke,spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,80,"brooklyn drill, rap",160000,2020-07-03,82,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,audio_features,1tkg4EHVoqnhR6iFEXb60y,spotify:track:1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y,160000,4,"Uh

Shawty go jogging every morning (every morning)
And she make me breakfast almost every morning (every morning)
And she take a naked pic' before she leave the door
I be waking up to pics before a n- yawning

And every weekend, my shawty comin' over (over)
Shawty could Fendi out but she like Fashion Nova (Nova)
She ain't driving no Camry, she pullin' in a Rover (Rover)
With her hair so curly, I love you, baby

She said, ""What you know 'bout love?"" (I'll tell you everything)
I got what you need (oh)
Walk up in the store and get what you want (go get it)
You get what you please
We 'bout to get it on, take off them drawers (said I love you, baby)
...
"
Blueberry Faygo,Lil Mosey,spotify:artist:5zctI4wO9XSKS8XwcnqEHk,67,"melodic rap, rap conscient",162546,2020-02-06,77,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,audio_features,22LAwLoDA5b4AaGSkg6bKW,spotify:track:22LAwLoDA5b4AaGSkg6bKW,https://api.spotify.com/v1/tracks/22LAwLoDA5b4AaGSkg6bKW,https://api.spotify.com/v1/audio-analysis/22LAwLoDA5b4AaGSkg6bKW,162547,4,"Damn, Callan (Damn, Callan)

One bad bitch and she do what I say so (One, gang)
Two big .40s and a big ass Draco (Two, boom, boom)
Three more millions when you ask how my day go (Three)
Poured up a four, now that blueberry Faygo
One false move, and we straight to shooting shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Three more, gang)
That's how it goes, big bands, I'm thumbin' shit (That's how it goes)

Ayy, one bad bitch and she do what I say so (Yeah, gang)
Two big .40s and a big ass Draco (Two)
Three more millions when you ask how my day go
Poured up a four, now that blueberry Faygo
One false move, and we straight to shooting shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Three, yeah)
That's how it goes, big bands, I'm thumbin' shit (Gang)

I'm with my niggas, yeah, we some rockstars
And I'm with my nigga, yeah, KK Wokhardt (KK Wokhardt)
...
"
